CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
92038664,1,1,Y,-,998,G,G,E,B,B,N,-,3,-,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2023
92038664,2,1,N,F,63,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2021,CADI,A,07,,W,,-,-,2023
92038769,1,1,Y,M,53,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2023,CHEV,A,07,,W,,-,-,2023
92038769,2,1,N,M,41,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2012,TOYT,A,01,,H,,-,-,2023
92065758,1,1,Y,-,998,G,G,W,B,B,N,-,4,-,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2023
92065758,2,1,N,M,48,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2015,HOND,A,01,,,,-,-,2023
92068443,1,1,Y,-,998,G,G,E,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2023
92068443,2,1,N,F,37,A,-,E,M,G,N,-,4,-,-,"- ",,,N,-,0,1,B,2007,LEXS,A,01,,B,,-,-,2023
92112604,1,1,Y,F,20,B,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,R,2017,HOND,A,01,,H,,-,-,2023
92048603,1,1,Y,M,22,A,-,W,L,G,N,-,3,-,-,"- ",,,N,-,0,1,R,1999,MERZ,A,01,,B,,-,-,2023
92048603,2,3,N,-,998,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,2,O,2021,DODG,F,55,,,,-,-,2023
92069844,1,1,Y,M,64,A,-,S,L,G,N,-,3,-,-,"- ",,,N,-,0,1,B,2021,RAM,D,22,,B,,-,-,2023
92069844,2,1,N,M,37,-,E,S,L,G,N,-,3,-,-,"- ",,,N,-,0,1,A,2003,NISS,A,07,,H,,-,-,2023
92113667,1,1,Y,M,46,A,-,W,M,W,Y,-,3,-,-,"- ",,,N,-,0,1,B,1999,YAMA,C,02,,B,,-,-,2023
92048870,1,1,Y,M,28,A,-,W,L,G,Y,-,1,-,-,"- ",,,N,-,0,0,B,2000,FORD,A,07,,B,,-,-,2023
92048870,2,1,N,M,54,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2022,PORS,A,07,,W,,-,-,2023
92048870,3,1,N,M,54,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,B,2021,HOND,A,01,,O,,-,-,2023
92071023,1,1,Y,M,30,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2013,HYUN,A,07,,H,,-,-,2023
92071088,1,1,Y,M,38,A,-,W,M,G,N,-,3,-,-,"- ",,,N,-,0,1,R,2007,FORD,D,22,,W,,-,-,2023
92071679,1,1,Y,M,60,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,HOND,A,01,,B,,-,-,2023
92071679,2,1,N,F,29,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2015,MERZ,A,07,,W,,-,-,2023
92073106,1,1,Y,M,20,A,-,S,L,H,N,-,3,-,-,"- ",,,N,-,0,2,J,1997,MERC,A,01,,W,,-,-,2023
92073106,2,1,N,M,20,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,1985,FORD,A,01,,H,,-,-,2023
92073106,3,1,N,M,34,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,BUIC,A,01,,B,,-,-,2023
92073106,4,1,N,M,41,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2019,TOYT,A,01,,H,,-,-,2023
92120518,1,1,Y,M,42,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2019,SUBA,A,07,,W,,-,-,2023
92120518,2,1,N,M,50,A,-,W,P,W,N,-,3,-,-,"- ",,,N,-,0,1,B,2006,HOND,C,02,,H,,-,-,2023
92075452,1,1,Y,M,44,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2022,DODG,D,22,,H,,-,-,2023
92075452,2,1,N,M,40,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2007,TOYT,D,22,,H,,-,-,2023
92075452,3,1,N,F,16,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2017,HOND,A,07,,W,,-,-,2023
92075452,4,1,N,-,998,A,-,W,B,B,N,-,3,-,-,"- ",,,N,-,0,0,A,,-,-,99,,,,-,-,2023
92077461,1,1,Y,M,67,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2004,GMC,D,22,,H,,-,-,2023
92077461,2,1,N,M,29,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2023,LEXS,A,01,,A,,-,-,2023
92080130,1,1,Y,M,55,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2012,TOYT,A,01,,B,,-,-,2023
92080130,2,1,N,F,37,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,3,B,2019,LEXS,A,07,,W,,-,-,2023
92080500,1,1,Y,F,44,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2013,TOYT,A,01,,W,,-,-,2023
92080500,2,1,N,F,23,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2011,HOND,A,01,,B,,-,-,2023
92080500,3,1,N,F,51,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,A,2022,FORD,A,07,,W,,-,-,2023
92131541,1,1,Y,M,20,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2009,NISS,A,01,,O,,-,-,2023
92131541,2,1,N,M,43,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2019,JEEP,A,07,,B,,-,-,2023
92082432,1,1,Y,M,23,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2016,DODG,A,01,,H,,-,-,2023
92082432,2,1,N,F,66,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2017,HOND,A,01,,H,,-,-,2023
92082432,3,1,N,M,29,A,-,S,L,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2018,HOND,A,01,,B,,-,-,2023
92082432,4,1,N,M,61,A,-,S,M,G,Y,-,4,-,-,"- ",,,N,-,0,0,B,2017,FRHT,G,27,31,H,,-,-,2023
92085436,1,1,Y,F,27,B,-,S,L,G,Y,-,3,-,,31,22107,,A,-,0,1,R,2017,HOND,A,01,,O,,-,-,2023
92088410,1,1,Y,M,54,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2016,FRHT,F,27,,H,,-,-,2023
92088410,2,1,N,F,69,A,-,N,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2001,MERZ,A,01,,W,,-,-,2023
92088410,3,1,N,M,53,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2018,FRHT,G,27,32,A,,-,-,2023
92092805,1,1,Y,-,998,G,G,W,B,B,N,-,4,-,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2023
92092805,2,1,N,M,38,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2017,HOND,A,01,,B,,-,-,2023
92139405,1,1,Y,M,18,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,R,2004,TOYT,A,01,,H,,-,-,2023
92095359,1,1,Y,M,36,A,-,E,M,G,Y,-,3,-,-,"- ",,,I,-,0,1,J,2015,NISS,A,01,,H,,-,-,2023
92095359,2,1,N,F,34,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2015,NISS,A,01,,H,,-,-,2023
92097680,1,1,Y,F,38,A,-,W,M,G,Y,-,3,-,-,"- ",,,F,-,0,0,B,2007,GMC,A,07,,W,K,-,-,2023
92097680,2,1,N,F,43,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2007,TOYT,A,01,,W,,-,-,2023
92145066,1,1,Y,F,77,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2022,CHEV,A,01,,W,,-,-,2023
92145066,2,1,N,F,43,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,BMW,A,07,,A,,-,-,2023
92145066,3,1,N,M,51,A,-,N,P,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,THOB,H,17,,W,,-,-,2023
92146221,1,1,Y,M,47,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2016,FRHT,G,25,31,A,,-,-,2023
92146221,2,1,N,F,50,A,-,W,M,G,N,-,3,-,-,"- ",,,N,-,0,1,B,1999,HOND,A,01,,H,,-,-,2023
92104320,1,1,Y,-,998,G,G,N,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2023
92104320,2,1,N,M,74,A,-,N,M,G,N,-,3,-,-,"- ",,,N,-,0,1,B,1994,FORD,A,07,,,,-,-,2023
92104351,1,1,Y,F,47,A,-,W,M,G,N,-,3,-,-,"- ",,,N,-,0,0,J,2006,AUDI,A,01,,B,,-,-,2023
92104351,2,1,N,F,57,A,-,W,P,W,Y,-,3,-,-,"- ",,,N,-,0,1,B,2018,HOND,C,02,,W,,-,-,2023
92105151,1,1,Y,-,998,A,-,W,B,B,Y,-,3,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2023
92105151,2,1,N,M,22,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2002,CHEV,A,07,,H,,-,-,2023
92107812,1,1,Y,M,64,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,TOYT,A,01,,A,,-,-,2023
92107812,2,1,N,M,45,A,-,N,P,W,Y,-,3,-,-,"- ",,,N,-,0,1,R,2020,BMW,J,49,,H,,-,-,2023
92113203,1,1,Y,F,33,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,R,2010,HOND,A,01,,A,,-,-,2023
92113455,1,1,Y,M,30,B,-,E,L,G,Y,-,3,-,,31,22107,,A,-,0,1,R,2008,HOND,A,01,,W,,-,-,2023
92113455,2,1,N,M,69,C,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,HOND,A,01,,W,,-,-,2023
92076050,1,1,Y,F,31,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,B,1998,DODG,A,01,,B,,-,-,2023
92076050,2,1,N,-,998,G,G,E,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,A,,-,-,99,,,,-,-,2023
92079373,1,2,Y,F,43,G,G,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2023
92079373,2,1,N,M,53,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,PORS,A,07,,W,,-,-,2023
92126896,1,1,Y,F,30,A,-,W,M,G,Y,-,3,-,-,"- ",,,L,-,0,0,J,2022,NISS,A,01,,B,,-,-,2023
92126896,2,1,N,M,27,A,-,W,P,W,Y,-,3,-,-,"- ",,,L,-,0,1,B,2016,KTM,C,02,,O,,-,-,2023
92132184,1,1,Y,M,21,H,H,W,M,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2002,MERZ,A,07,,H,,-,-,2023
92132184,2,1,N,M,50,H,H,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2009,MERZ,A,07,,B,,-,-,2023
92132729,1,1,Y,M,23,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2010,TOYT,A,01,,O,,-,-,2023
92132729,2,1,N,M,33,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2017,GMC,D,22,,H,,-,-,2023
92133156,1,1,N,M,58,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2000,TOYT,A,01,,A,,-,-,2023
92133156,2,1,N,M,28,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2019,VOLK,A,01,,W,,-,-,2023
92134125,1,1,N,M,57,A,-,E,P,W,Y,-,3,-,,25,22350,,A,-,0,1,S,2005,HD,C,02,,O,,-,-,2023
92134125,2,1,Y,F,54,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2017,TOYT,A,01,,A,,-,-,2023
92139873,1,1,N,F,52,A,F,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2012,ACUR,A,07,,W,,-,-,2023
92093389,1,1,Y,F,75,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,R,2007,CHEV,A,01,,B,,-,-,2023
92093389,2,1,N,M,37,A,-,N,L,G,Y,-,3,-,,25,22350,,A,-,0,1,B,2022,KIA,A,01,,H,,-,-,2023
92170182,1,1,Y,F,21,B,-,N,L,G,Y,-,3,-,,31,22107,,A,-,0,1,R,2019,HOND,A,01,,H,,-,-,2023
92141750,1,1,Y,-,998,G,G,S,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2023
92141750,2,1,N,M,67,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2001,TOYT,D,22,,H,,-,-,2023
92146311,1,1,N,M,40,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2023,SUBA,A,01,,W,,-,-,2023
92146311,2,1,N,M,55,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,1983,CHEV,D,22,,W,,-,-,2023
92179790,1,1,Y,F,30,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2016,FORD,A,01,,O,,-,-,2023
92179790,2,1,N,M,23,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2013,LEXS,A,07,,B,,-,-,2023
92179790,3,1,N,F,66,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,HOND,A,07,,A,,-,-,2023
92179790,4,1,N,F,29,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,HOND,A,01,,H,,-,-,2023
92114193,1,1,N,F,25,A,-,W,L,G,N,-,3,-,-,"- ",,,N,-,0,1,J,2022,HOND,A,01,,B,,-,-,2023
92114193,2,1,N,F,21,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2010,NISS,A,01,,H,,-,-,2023
92181426,1,1,Y,M,37,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,TOYT,A,07,,B,,-,-,2023
92181426,2,1,N,M,24,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2003,MERZ,A,01,,W,,-,-,2023
92181483,1,1,Y,-,998,G,G,S,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2023
92181483,2,1,N,M,48,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2022,TOYT,A,01,,,,-,-,2023
92185668,1,1,Y,F,38,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,R,2016,FORD,A,01,,B,,-,-,2023
92114812,1,1,Y,F,36,A,-,S,L,G,Y,-,4,-,-,"- ",,,N,-,0,1,B,2020,NISS,A,01,,B,,-,-,2023
92114812,2,1,N,M,31,A,-,S,M,G,N,-,3,-,-,"- ",,,N,-,0,1,B,1995,FORD,F,26,,B,,-,-,2023
92114997,1,1,Y,M,42,B,-,E,P,W,N,-,3,-,,28,21658,A,A,-,0,1,J,1995,BMW,C,02,,W,,-,-,2023
92114997,2,1,N,M,30,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,TOYT,A,01,,B,,-,-,2023
92194808,1,1,Y,F,48,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,J,2015,LINC,A,07,,B,,-,-,2023
92194808,2,1,N,F,60,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2019,TOYT,A,01,,W,,-,-,2023
92115775,1,1,Y,M,24,A,-,W,L,G,N,-,3,-,-,"- ",,,N,-,0,0,J,2009,SUBA,A,01,,B,,-,-,2023
92115775,2,1,N,F,20,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2009,HOND,A,01,,A,,-,-,2023
92115775,3,1,N,M,23,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2019,TOYT,A,01,,O,,-,-,2023
92115775,4,1,N,M,30,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2021,BMW,A,01,,W,,-,-,2023
92116089,1,1,Y,F,53,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2012,HOND,A,01,,W,,-,-,2023
92116089,2,1,N,F,67,A,-,W,M,G,Y,-,3,-,-,"- ",,,F,-,0,1,B,2018,CHEV,A,01,,O,K,-,-,2023
92199503,1,1,Y,M,35,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2007,TOYT,D,22,,H,,-,-,2023
92199503,2,1,N,F,58,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2019,INFI,A,07,,W,,-,-,2023
92199503,3,1,N,M,56,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2001,FORD,A,08,,H,,-,-,2023
92122778,1,1,Y,F,37,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,MAZD,A,07,,H,,-,-,2023
92124774,1,1,N,F,30,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2024,MAZD,A,07,,H,,-,-,2023
92124774,2,1,N,M,61,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2010,TOYT,A,01,,W,,-,-,2023
92124774,3,1,N,M,65,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2017,TOYT,D,22,,H,,-,-,2023
92124774,4,1,Y,-,998,G,G,W,M,B,N,-,4,-,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2023
92125184,1,1,Y,M,21,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2014,FORD,F,27,,H,,-,-,2023
92125184,2,1,N,M,84,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2017,NISS,A,01,,B,,-,-,2023
92125184,3,1,N,M,26,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2019,CHEV,A,07,,H,,-,-,2023
92205250,1,1,Y,F,33,B,-,E,M,G,N,-,3,-,,25,22350,,A,-,0,0,B,2024,LEXS,A,01,,B,,-,-,2023
92205250,2,1,N,M,32,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2023,TOYT,A,01,,O,,-,-,2023
92205938,1,1,Y,M,26,A,-,E,L,G,Y,-,3,-,,25,22350,,A,-,0,2,B,2023,DODG,A,01,,B,,-,-,2023
92165577,1,1,Y,F,28,A,-,W,M,G,N,-,3,-,-,"- ",,,N,-,0,2,R,2004,STRN,A,07,,B,,-,-,2023
92167989,1,1,Y,M,40,G,G,E,M,G,Y,-,4,-,-,"- ",,,N,-,0,0,B,2015,"TOYOTA ",A,01,,O,,-,-,2023
92167989,2,1,N,F,44,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2022,TSMR,A,07,,W,,-,-,2023
92168025,1,1,Y,M,45,G,G,E,B,B,Y,-,4,-,-,"- ",,,N,-,0,1,R,2017,CHEV,D,22,,B,,-,-,2023
92168025,2,1,N,M,27,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,J,2019,FORD,B,01,98,W,,-,-,2023
92168639,1,1,Y,M,83,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2002,MITS,A,07,,B,,-,-,2023
92168639,2,1,N,F,43,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2009,HOND,A,01,,H,,-,-,2023
92168671,1,1,Y,M,39,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,J,2019,DODG,A,01,,B,,-,-,2023
92168671,2,1,N,M,69,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,KIA,A,01,,O,,-,-,2023
92168671,3,1,N,F,27,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2023,TESL,A,01,,O,,-,-,2023
92168874,1,1,Y,-,998,G,G,W,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2023
92168874,2,1,N,M,24,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2019,HYUN,A,01,,A,,-,-,2023
92222500,1,1,Y,-,998,G,G,W,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2023
92222500,2,5,N,-,998,H,H,W,-,-,O,-,-,-,-,"- ",,,N,-,0,0,A,2005,YAMA,C,02,,,,-,-,2023
92222500,3,2,N,M,61,H,H,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2023
92222500,4,1,N,F,54,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2022,CHEV,A,07,,O,,-,-,2023
92222501,1,1,N,-,998,G,G,W,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2023
92222501,2,1,N,M,46,A,-,W,P,W,Y,-,3,-,-,"- ",,,N,-,0,1,J,2005,YAMA,C,02,,W,,-,-,2023
92222501,3,1,N,F,47,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2003,MNNI,A,01,,W,,-,-,2023
92176136,1,1,Y,-,998,G,G,W,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2023
92176136,2,1,N,F,22,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,1999,ACUR,A,01,,B,,-,-,2023
92178686,1,1,N,F,49,A,-,W,M,G,Y,-,3,-,,25,22350,,A,-,0,0,H,2018,ACUR,A,01,,A,,-,-,2023
92178686,2,1,Y,M,29,A,-,W,M,G,N,-,3,-,-,"- ",,,N,-,0,0,H,2003,STRN,A,01,,H,,-,-,2023
92178686,3,1,N,F,42,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2015,TOYT,A,07,,O,,-,-,2023
92179923,1,1,Y,-,998,G,G,E,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,B,2011,CHEV,D,22,,,,-,-,2023
92179923,2,1,N,F,59,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2017,TOYT,A,01,,,,-,-,2023
92223444,1,1,Y,F,24,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,J,2022,DODG,A,01,,W,,-,-,2023
92223444,2,1,N,M,19,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2015,TOYT,A,01,,O,,-,-,2023
92223444,3,1,N,F,61,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2017,HOND,A,01,,H,,-,-,2023
92223444,4,1,N,F,41,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,TOYT,A,01,,H,,-,-,2023
92149692,1,1,Y,M,33,A,-,S,L,G,Y,-,3,-,-,"- ",,,N,-,0,2,B,2002,BUIC,A,01,,B,,-,-,2023
92151214,1,2,Y,M,37,G,G,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2023
92151214,2,1,N,M,61,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2023,CADI,A,07,,W,,-,-,2023
92155666,1,1,Y,M,56,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,2,B,2018,TOYT,A,07,,B,,-,-,2023
92155666,2,1,N,M,26,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2014,MERZ,A,07,,W,,-,-,2023
92155863,1,1,Y,F,23,B,-,N,L,G,N,-,3,-,,31,22107,,A,-,0,1,R,2009,LEXS,A,01,,B,,-,-,2023
92229722,1,1,Y,M,23,A,-,N,L,G,N,-,3,-,-,"- ",,,N,-,0,1,R,2006,SCIO,A,01,,H,,-,-,2023
92159386,1,1,Y,M,24,B,-,N,L,G,Y,-,3,-,,28,21658,A,A,-,0,1,J,2016,VOLK,A,01,,H,,-,-,2023
92159386,2,1,N,F,38,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2019,GMC,D,22,,H,,-,-,2023
92159404,1,1,Y,M,24,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,R,2008,TOYT,A,07,,B,,-,-,2023
92159404,2,1,N,M,39,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,FRHT,G,25,31,O,,-,-,2023
92159404,3,1,N,M,62,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2009,HOND,A,01,,H,,-,-,2023
92159404,4,1,N,M,36,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2020,TOYT,A,01,,H,,-,-,2023
92231973,1,1,Y,M,61,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2013,TOYT,A,07,,A,,-,-,2023
92231973,2,1,N,F,19,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,H,2001,BMW,A,01,,W,,-,-,2023
92187134,1,1,Y,M,49,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,GMC,D,22,,H,,-,-,2023
92187134,2,1,N,F,53,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,A,2023,MERZ,A,01,,A,,-,-,2023
92188788,1,1,Y,F,21,A,-,W,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,R,2010,HOND,A,07,,B,,-,-,2023
92195037,1,1,Y,F,35,A,-,E,L,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,2016,GMC,D,22,,H,,-,-,2023
92195037,2,1,N,F,48,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2012,TOYT,A,01,,A,,-,-,2023
92195037,3,1,N,M,28,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2020,FORD,A,01,,H,,-,-,2023
92195037,4,1,N,M,53,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2021,TOYT,A,07,,W,,-,-,2023
92196661,1,1,N,M,55,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,H,2016,VOLK,A,07,,A,,-,-,2023
92196661,2,1,Y,M,19,A,-,E,M,G,N,-,3,-,-,"- ",,,N,-,0,1,B,1994,CHEV,A,01,,H,,-,-,2023
92202257,1,1,Y,-,998,G,G,S,B,B,Y,-,4,-,-,"- ",,,N,-,0,0,J,,-,-,99,,,,-,-,2023
